72122,MONA INGREDIENTS,Россия,,"for maximum gratification of wants of each market segment., ПАВ. ФОРУМ, СТЕНД FE170 / PAV. FORUM, STAND FE170, МОНА ИНГРЕДИЕНТС, ООО",+7 (812) 457-0930,info@mona-spb.ru,https://mona-spb.ru,,,prodexpo_2023,,,2026-06-19T21:18:54.901092+00:00
72123,MONTE BIANCO LLC,Россия,,"2023, 262, МОНТЕ БЬЯНКО, ООО",+7 (495) 287-0101,hello@monte-bianco.ru,http://www.monte-bianco.ru,,,prodexpo_2023,,"{""stand"": ""76""}",2026-06-19T21:18:54.901092+00:00
72124,MORAVA PACK,Россия,,"using Italian technology., ПАВ. 2, ЗАЛ 1, СТЕНД 21C85 / PAV. 2, HALL 1, STAND 21C85, МОРАВА ПАК",,info@moravapack.ru,http://www.moravapack.ru,,,prodexpo_2023,,"{""stand"": ""21""}",2026-06-19T21:18:54.901092+00:00
72125,MoRo Ltd.,Россия,,"fectly., ПАВ. 7, ЗАЛ 2, СТЕНД 72B75 / PAV. 7, HALL 2, STAND 72B75, МоРо, ООО",+7 (495) 308-9710,info@morotrade.ru,http://www.morogroup.ru,,,prodexpo_2023,,"{""stand"": ""72""}",2026-06-19T21:18:54.901092+00:00
72126,MOROZKO LTD,Россия,,"logistics services., ПАВ. 2, ЗАЛ 1, СТЕНД 21D60 / PAV. 2, HALL 1, STAND 21D60, МОРОЗКО, ООО",+7 (812) 321-8535,ag@morozko.ru,http://pkm-group.ru,,,prodexpo_2023,,"{""stand"": ""21""}",2026-06-19T21:18:54.901092+00:00
72127,MOROZKO,Россия,,"snacks, etc., ПАВ. 1, СТЕНД 1D58 / PAV. 1, STAND 1D58, МОРОЗКО, ООО",+7 (911) 350-6572,zakazmorozko@mail.ru,,,,prodexpo_2023,,"{""stand"": ""1""}",2026-06-19T21:18:54.901092+00:00
72128,MOROZOFF,Россия,,"custom tailoring and logo application services., ПАВ. 4, СТЕНД 4C05 / PAV. 4, STAND 4C05, МОРОЗОФФ",+7 (4822) 788-733,sale@morozoff-prod.ru,http://morozoff-prod.ru,,,prodexpo_2023,,"{""stand"": ""4""}",2026-06-19T21:18:54.901092+00:00
72129,MARINE TH,Россия,,"Importing and distribution of frozen semi-finished products., ПАВ. 2, ЗАЛ 2, СТЕНД 22D25 / PAV. 2, HALL 2, STAND 22D25, МОРПЕХ, ТД",+7 (910) 739-4700,ev@semkarev.ru,,,,prodexpo_2023,,"{""stand"": ""22""}",2026-06-19T21:18:54.901092+00:00
72130,MORSKOE SODRUZHESTVO TRADE COMPANY,Россия,,"croutons, seeds, instant cereals)., ПАВ. 2, ЗАЛ 5, СТЕНД 25A50 / PAV. 2, HALL 5, STAND 25A50, МОРСКОЕ СОДРУЖЕСТВО, ТОРГОВЫЙ ДОМ",8 800 250-3143,info@morsod.ru,http://www.morsod.ru,,,prodexpo_2023,,"{""stand"": ""25""}",2026-06-19T21:18:54.901092+00:00
72131,MORSKOE TSARSTVO TM (AVANGARD),Россия,,"ПАВ. 8, ЗАЛ 1, СТЕНД 81C60 / PAV. 8, HALL 1, STAND 81C60, РЕКЛАМА, МОРСКОЕ ЦАРСТВО, ТМ (АВАНГАРД, ООО)",+7 (967) 608-3287,sales@24delikates.ru,http://24delikates.ru,,,prodexpo_2023,,"{""stand"": ""81""}",2026-06-19T21:18:54.901092+00:00
72132,MOYA STANICA,Россия,,"products, snacks., ПАВ. 8, ЗАЛ 1, СТЕНД 81B90 / PAV. 8, HALL 1, STAND 81B90, МОЯ СТАНИЦА",8 800 200-5769,info@moyastanica.ru,https://moyastanica.ru,,,prodexpo_2023,,"{""stand"": ""81""}",2026-06-19T21:18:54.901092+00:00
72133,MP-TECHNOLOGIES KALININGRAD LLC,Россия,,"home trademark., ПАВ. 2, ЗАЛ 2, СТЕНД 22D12 / PAV. 2, HALL 2, STAND 22D12, МП-ТЕХНОЛОГИИ КАЛИНИНГРАД, ООО",,info@mp-tek.ru,http://mp-tek.ru,,,prodexpo_2023,,"{""stand"": ""22""}",2026-06-19T21:18:54.901092+00:00
72134,MSK Retail LLC,Россия,,"2023, 264, МСК Ритейл, ООО",+7 (495) 645-2050,office@msk-retail.ru,http://www.msk-retail.ru,,,prodexpo_2023,,"{""stand"": ""72""}",2026-06-19T21:18:54.901092+00:00
72135,MULTI-PAK LLC,Россия,,"products and Schär gluten-free products., ПАВ. ФОРУМ, СТЕНД FF145 / PAV. FORUM, STAND FF145, МУЛЬТИ-ПАК, ООО",,sales.office@mpack.su,http://www.mpack.su,,,prodexpo_2023,,,2026-06-19T21:18:54.901092+00:00
72136,MultiChips,Россия,,"ПАВ. 7, ЗАЛ 1, СТЕНД 71A20 / PAV. 7, HALL 1, STAND 71A20, РЕКЛАМА, МультиЧипс",+7 (980) 327-6527,andrey.zhogov@bk.ru,http://multichips.ru,,,prodexpo_2023,,"{""stand"": ""71""}",2026-06-19T21:18:55.174238+00:00
72137,MUSIKHIN. MIR MEDA LLC,Россия,,"snacks., ПАВ. 8, ЗАЛ 1, СТЕНД 81B10 / PAV. 8, HALL 1, STAND 81B10, МУСИХИН. МИР МЁДА, ООО",+7 (922) 861-6224,zakaz@mirmeda.ru,https://mirmeda.ru,,,prodexpo_2023,,"{""stand"": ""81""}",2026-06-19T21:18:55.174238+00:00
72138,MYSKHAKO LLC,Россия,,"Production of honey and desserts based on honey., ПАВ. 8, ЗАЛ 1, СТЕНД 81B30 / PAV. 8, HALL 1, STAND 81B30, МЫСХАКО, ООО",+7 (8617) 71-81-00,post@myskhako.ru,https://myskhako.ru,,,prodexpo_2023,,"{""stand"": ""81""}",2026-06-19T21:18:55.174238+00:00
72139,MAJOR AGRO,Россия,,"ПРИПРАВ И НАПИТКОВ, РЕКЛАМА, МЭЙДЖОР АГРО",+7 (495) 025-0203,shop@ferma-m2.ru,http://major-agro.ru,,,prodexpo_2023,,,2026-06-19T21:18:55.174238+00:00
72140,MaryJane’s,Россия,,"tion, organic grain, elevators, vineyards and wine., ПАВ. 2, ЗАЛ 5, СТЕНД 25C70 / PAV. 2, HALL 5, STAND 25C70, МэриДжейн",+7 (908) 018-2371,mjkitchen@mail.ru,https://maryjanekitchen.ru,,,prodexpo_2023,,"{""stand"": ""25""}",2026-06-19T21:18:55.174238+00:00
72141,MYLLYN PARAS,Россия,,"producing delicious sweets and healthy food products., ПАВ. 2, ЗАЛ 5, СТЕНД 25A45 / PAV. 2, HALL 5, STAND 25A45, МЮЛЛЮН ПАРАС",+7 (499) 673-3773,info@myllynparas.ru,https://www.myllynparas.ru,,,prodexpo_2023,,"{""stand"": ""25""}",2026-06-19T21:18:55.174238+00:00
72142,MYASNAYA TELEZHKA,Россия,,"in 1928. Has been operating in Russia for over 30 years., ПАВ. 8, ЗАЛ 1, СТЕНД 81C30 / PAV. 8, HALL 1, STAND 81C30, МЯСНАЯ ТЕЛЕЖКА",+7 (963) 531-9476,op@mt-altay.ru,http://www.mt-altay.ru,,,prodexpo_2023,,"{""stand"": ""81""}",2026-06-19T21:18:55.174238+00:00
72143,MYASNOE PODVORIE GROUP OF COMPANIES,Россия,,"since 2001. Its product portfolio boasts over 200 SKUs., ПАВ. 2, ЗАЛ 3, СТЕНД 23E30 / PAV. 2, HALL 3, STAND 23E30, МЯСНОЕ ПОДВОРЬЕ, ГРУППА КОМПАНИЙ",+7 (921) 942-7901,meat_lider@mail.ru,,,,prodexpo_2023,,"{""stand"": ""23""}",2026-06-19T21:18:55.174238+00:00
72144,MEAT ROW MAGAZINE,Россия,,"Beef and pork production. Transport and logistics services., ПАВ. 2, ЗАЛ 2, СТЕНД 22A15 / PAV. 2, HALL 2, STAND 22A15, МЯСНОЙ РЯД, ЖУРНАЛ",+7 (495) 677-3958,milk@meat-milk.ru,http://www.meat-milk.ru,,,prodexpo_2023,,"{""stand"": ""22""}",2026-06-19T21:18:55.174238+00:00
72145,MEAT UNION LTD,Россия,,"2023, 266, МЯСНОЙ СОЮЗ, ООО",+7 (495) 223-7577,info@m-union.ru,http://www.m-union.ru,,,prodexpo_2023,,"{""stand"": ""85""}",2026-06-19T21:18:55.174238+00:00
72146,MEAT TECHNOLOGIES MAGAZINE,Россия,,"ance between price and quality., ПАВ. 1, СТЕНД 1C45 / PAV. 1, STAND 1C45, МЯСНЫЕ ТЕХНОЛОГИИ, ЖУРНАЛ",,podpiska@vedomost.ru,https://promo.meatbranch.com,,,prodexpo_2023,,"{""stand"": ""1""}",2026-06-19T21:18:55.174238+00:00
72147,NA MEZHE,Россия,,"perts., ПАВ. 8, ЗАЛ 5, СТЕНД 85C20 / PAV. 8, HALL 5, STAND 85C20, НА МЕЖЕ",+7 (952) 554-6008,namezhe@mail.ru,http://namezhe.com,,,prodexpo_2023,,"{""stand"": ""85""}",2026-06-19T21:18:55.174238+00:00
72148,NAMED AFTER S. P. TITOV,Россия,,"НАБЕРЕЖНОЧЕЛНИНСКИЙ КАРТОННО-, БУМАЖНЫЙ КОМБИНАТ ИМ. С. П. ТИТОВА, NABEREZHNYE CHELNY PAPER MILL",+7 (8552) 791992,sbit@nkbk.ru,http://nkbk.ru,,,prodexpo_2023,,"{""stand"": ""81""}",2026-06-19T21:18:55.174238+00:00
72149,NAGATKINO PROCESSING PLANT (ALIVIKO TM),Россия,,"ПАВ. 7, ЗАЛ 1, СТЕНД 71D10 / PAV. 7, HALL 1, STAND 71D10, НАГАТКИНСКИЙ ПЕРЕРАБАТЫВАЮЩИЙ, КОМБИНАТ (АЛИВИКО, ТМ)",+7 (84245) 2-23-28,,http://aliviko.su,,,prodexpo_2023,,"{""stand"": ""71""}",2026-06-19T21:18:55.174238+00:00
72150,PLANT LLC,Россия,,"ПАВ. 2, ЗАЛ 3, СТЕНД 23B35 / PAV. 2, HALL 3, STAND 23B35, НАЗАРОВСКИЙ МКК, ООО, NAZAROVSKY DAIRY AND CONFECTIONERY",+7 (963) 180-1527,nazar75@list.ru,,,,prodexpo_2023,,"{""stand"": ""23""}",2026-06-19T21:18:55.174238+00:00
72151,NALCHIK-SLADOST TRADING HOUSE LLC,Россия,,"ПРИПРАВ И НАПИТКОВ, РЕКЛАМА, НАЛЬЧИК-СЛАДОСТЬ, ТОРГОВЫЙ ДОМ, ООО",,zarinans@yandex.ru,http://www.nalslad.com,,,prodexpo_2023,,,2026-06-19T21:18:55.174238+00:00
72152,NUT VINOGRAD,Россия,,"sweets, toffee, fruit jelly, marshmallows, caramel, cookies., ПАВ. 7, ЗАЛ 6, СТЕНД 76C50 / PAV. 7, HALL 6, STAND 76C50, НАТ ВИНОГРАД, ТД",+7 (495) 799-0513,shvedova@nutvinograd.ru,http://nutvinograd.ru,,,prodexpo_2023,,"{""stand"": ""76""}",2026-06-19T21:18:55.174238+00:00
72153,NATURA PRO LLC,Россия,,"line, which makes six types of cookies in different packages., ПАВ. 2, ЗАЛ 4, СТЕНД 24D05 / PAV. 2, HALL 4, STAND 24D05, НАТУРА ПРО, ООО",+7 (812) 346-6006,,http://www.natura.ru,,,prodexpo_2023,,"{""stand"": ""24""}",2026-06-19T21:18:55.174238+00:00
72154,NATURAL FOODS LLC,Россия,,"Natura Selection, Natura Pro., ПАВ. ФОРУМ, СТЕНД FC190 / PAV. FORUM, STAND FC190, НАТУРАЛ ФУДС, ООО",+7 (977) 791-9786,info@n-foods.ru,http://www.n-foods.ru,,,prodexpo_2023,,,2026-06-19T21:18:55.174238+00:00
72155,NATURAL DRINK LTD.,Россия,,"rum wheat flour., ПАВ. ФОРУМ, СТЕНД FA015 / PAV. FORUM, STAND FA015, НАТУРАЛЬНЫЕ НАПИТКИ, ООО",+7 (3952) 48-57-54,ocean_drinks_03@mail.ru,http://www.naturaldrink.ru,,,prodexpo_2023,,,2026-06-19T21:18:55.174238+00:00
72156,NaturVector LLC,Россия,,"2023, 268, НатурВектор, ООО",+7 (495) 269-8370,opt@naturevector.ru,http://www.naturevector.ru,,,prodexpo_2023,,"{""stand"": ""1""}",2026-06-19T21:18:55.174238+00:00
72157,NATSIONALNIE PRODUKTI,Россия,,"ucts, healthy sweets, teas, gluten-free products., ПАВ. 2, ЗАЛ 6, СТЕНД 26C05 / PAV. 2, HALL 6, STAND 26C05, НАЦИОНАЛЬНЫЕ ПРОДУКТЫ, ООО",+7 (495) 720-6982,info@nfoods.ru,http://www.nfoods.ru,,,prodexpo_2023,,"{""stand"": ""26""}",2026-06-19T21:18:55.174238+00:00
72158,NEVA CONFECTIONARY LTD,Россия,,"trademark in the Russian Federation., ПАВ. 1, СТЕНД 1B05 / PAV. 1, STAND 1B05, НЕВА, КОНДИТЕРСКАЯ",,info@kfneva.ru,http://www.kfneva.ru,,,prodexpo_2023,,"{""stand"": ""1""}",2026-06-19T21:18:55.174238+00:00
72159,NEVSKIE ZVEZDY CONFECTIONARY FACTORY,Россия,,"Россия / Russia, ПАВ. 4, СТЕНД 4B80 / PAV. 4, STAND 4B80, НЕВСКИЕ ЗВЁЗДЫ, КОНДИТЕРСКАЯ ФАБРИКА",+7 (812) 407-1291,info@nevskiezvezdy.ru,https://nevskiezvezdy.ru,,,prodexpo_2023,,"{""stand"": ""75""}",2026-06-19T21:18:55.174238+00:00
72160,NEVSKY KONDITER LLC,Россия,,"design with a high level of impulsive demand., ПАВ. 7, ЗАЛ 5, СТЕНД 75B64 / PAV. 7, HALL 5, STAND 75B64, НЕВСКИЙ КОНДИТЕР, ООО",+7 (812) 670-2115,info@konditer.net,http://www.konditer.net,,,prodexpo_2023,,"{""stand"": ""75""}",2026-06-19T21:18:55.174238+00:00
72161,NEKTAR FIRMA LLC,Россия,,"ПРИПРАВ И НАПИТКОВ, РЕКЛАМА, НЕКТАР, ФИРМА, ООО",+7 (846) 973-5911,office@nektar-samara.ru,https://nektar-samara.ru,,,prodexpo_2023,,,2026-06-19T21:18:55.174238+00:00
72162,NEO PRODUCT,Россия,,"and social products., ПАВ. 5, ЗАЛ 1, СТЕНД 51B30 / PAV. 5, HALL 1, STAND 51B30, НЕО ПРОДУКТ",+7 (916) 704-7574,office-manager@neoproduct.ru,https://www.neoproduct.ru,,,prodexpo_2023,,"{""stand"": ""51""}",2026-06-19T21:18:55.174238+00:00
72163,NESUSHKINO,Россия,,"the first place in sales of national dairy products., ПАВ. ФОРУМ, СТЕНД FF080 / PAV. FORUM, STAND FF080, НЕСУШКИНО, ТД",+7 (980) 545-9737,spchernozemia@yandex.ru,https://eco-perepelka.ru,,,prodexpo_2023,,,2026-06-19T21:18:55.174238+00:00
72164,NIAGARA NWC LLC,Россия,,"Nesushkino brand)., ПАВ. 8, ЗАЛ 1, СТЕНД 81D10 / PAV. 8, HALL 1, STAND 81D10, НИАГАРА НВК, ООО",+7 (351) 252-9585,niagara@niagara74.ru,http://niagara-drinks.ru,,,prodexpo_2023,,"{""stand"": ""81""}",2026-06-19T21:18:55.174238+00:00
72165,NIZHNEGORSKIY KONSERVNY ZAVOD,Россия,,"country., ПАВ. 5, ЗАЛ 1, СТЕНД 51B40 / PAV. 5, HALL 1, STAND 51B40, НИЖНЕГОРСКИЙ КОНСЕРВНЫЙ ЗАВОД, ООО",+7 (36550) 22-00-3,sok-crimea@mail.ru,http://eco-nkz.ru,,,prodexpo_2023,,"{""stand"": ""51""}",2026-06-19T21:18:55.174238+00:00
72166,NIKA,Россия,,"vegetables, jam and compotes., ПАВ. 1, СТЕНД 1C42 / PAV. 1, STAND 1C42, НИКА",+7 (495) 663-7707,info@nikatorg.com,https://nikatorg.com,,,prodexpo_2023,,"{""stand"": ""1""}",2026-06-19T21:18:55.174238+00:00
72167,NITRO LLC,Россия,,"2023, 270, НИТРО, ООО",+7 (916) 654-9944,Julia@tdnitro.ru,http://tdnitro.ru,,,prodexpo_2023,,"{""stand"": ""75""}",2026-06-19T21:18:55.174238+00:00
72168,NOVATOR LLC,Россия,,"demic grape varieties of the Areni region., ПАВ. 2, ЗАЛ 1, СТЕНД 21B68 / PAV. 2, HALL 1, STAND 21B68, НОВАТОР, ООО",8 800 234-9099,contact@novator.com.ru,http://novator.com.ru,,,prodexpo_2023,,"{""stand"": ""21""}",2026-06-19T21:18:55.174238+00:00
72169,NOVGOROD BERRY SPPSK,Россия,,"write history with milk!, ПАВ. ФОРУМ, СТЕНД FC170 / PAV. FORUM, STAND FC170, НОВГОРОДСКАЯ ЯГОДА, СППСК",+7 (495) 741-8655,info@novgorodberry.ru,http://www.novgorodberry.ru,,,prodexpo_2023,,,2026-06-19T21:18:55.174238+00:00
72170,"TEL +7 (495) 741-8655, (921) 191-7540",Россия,,"41, Tsentral’naya Str., Mintsevo Village, Poddorskiy District,, 175260 Novgorod Region, Russia",,,,,,prodexpo_2023,,,2026-06-19T21:18:55.174238+00:00
72171,NOVOALTAYSKY CREAMERY,Россия,,"Label., ПАВ. 1, СТЕНД 1E96 / PAV. 1, STAND 1E96, НОВОАЛТАЙСКИЙ МАСЛОСЫРЗАВОД, ООО",+7 (961) 240-3377,106@altai-cheese.ru,http://altai-cheese.com,,,prodexpo_2023,,"{""stand"": ""1""}",2026-06-19T21:18:55.174238+00:00
72172,NOVOKUBANSKOYE CJSC,Россия,,"technical acid casein., ПАВ. 2, ЗАЛ 3, СТЕНД 23B65 / PAV. 2, HALL 3, STAND 23B65, НОВОКУБАНСКОЕ, ЗАО",,zao@novokubanskoe.ru,http://www.novokubanskoe.ru,,,prodexpo_2023,,"{""stand"": ""23""}",2026-06-19T21:18:55.174238+00:00
72173,NOWYE PRODUKTY,Россия,,"classical technology from grapes from its own vineyards., ПАВ. 2, ЗАЛ 3, СТЕНД 23D20 / PAV. 2, HALL 3, STAND 23D20, НОВЫЕ ПРОДУКТЫ, ООО",+7 (951) 781-6208,info@newprod.ru,http://newprod.ru,,,prodexpo_2023,,"{""stand"": ""23""}",2026-06-19T21:18:55.174238+00:00
72174,NEW TECHNOLOGIES,Россия,,"for beer., ПАВ. 2, ЗАЛ 3, СТЕНД 23E20 / PAV. 2, HALL 3, STAND 23E20, НОВЫЕ ТЕХНОЛОГИИ, ООО",,255@chocolatecompany.ru,http://www.chocolatelord.ru,,,prodexpo_2023,,"{""stand"": ""23""}",2026-06-19T21:18:55.174238+00:00
72175,NEW ARGUMENT LTD,Россия,,"Россия / Russia, ПАВ. 2, ЗАЛ 2, СТЕНД 22C20 / PAV. 2, HALL 2, STAND 22C20, НОВЫЙ АРГУМЕНТ, ООО",+7 (495) 132-5018,farhad@new-argument.ru,http://www.new-argument.ru,,,prodexpo_2023,,"{""stand"": ""74""}",2026-06-19T21:18:55.174238+00:00
72176,NOMAS,Россия,,"2023, 272, НОМАС",+7 (351) 211-07-77,mail@nomas.ru,http://www.nomas.ru,,,prodexpo_2023,,"{""stand"": ""21""}",2026-06-19T21:18:55.174238+00:00
72177,NORD PACK LLC,Россия,,"demic grape varieties of the Areni region., ПАВ. 2, ЗАЛ 1, СТЕНД 21B68 / PAV. 2, HALL 1, STAND 21B68, НОРД ПАК, ООО",+7 (342) 213-6940,info@nord-pack.ru,http://www.nord-pack.ru,,,prodexpo_2023,,"{""stand"": ""21""}",2026-06-19T21:18:55.174238+00:00
72178,NOREBO,Россия,,"types of glazed curds., ПАВ. 7, ЗАЛ 1, СТЕНД 71A30 / PAV. 7, HALL 1, STAND 71A30, НОРЕБО",,info.msk@norebo.com,http://norebo.ru,,,prodexpo_2023,,"{""stand"": ""71""}",2026-06-19T21:18:55.174238+00:00
72179,Республика Армения / Republic of Armenia,Россия,,"ПАВ. 8, ЗАЛ 1, СТЕНД 81C55 / PAV. 8, HALL 1, STAND 81C55, НОЯН, NOYAN",+7 (495) 505-6648,info@noyan.ru,http://www.noyan.am,,,prodexpo_2023,,"{""stand"": ""81""}",2026-06-19T21:18:55.174238+00:00
72180,NORILSK MPK LLC,Россия,,"ПРИПРАВ И НАПИТКОВ, РЕКЛАМА, НОРИЛЬСКИЙ МПК, ООО",,regional-sales@mpknorilsk.ru,http://mpknorilsk.ru,,,prodexpo_2023,,,2026-06-19T21:18:55.174238+00:00
72181,NURLAT™ (ALLIANCE LLC),Россия,,"Production of boiled vacuum-packed ready-to-eat corn., ПАВ. 1, СТЕНД 1E94 / PAV. 1, STAND 1E94, НУРЛАТ™ (АЛЬЯНС, ООО)",+7 (927) 213-1380,89093629613@mail.ru,http://nur-lat.ru,,,prodexpo_2023,,"{""stand"": ""1""}",2026-06-19T21:18:55.174238+00:00
72182,NEW ENERGY DRINKS LLC,Россия,,"Production of cheese, cheese products and meat delicacies., ПАВ. ФОРУМ, СТЕНД FG180 / PAV. FORUM, STAND FG180, НЬЮ ЭНЕРДЖИ ДРИНКС, ООО",+7 (966) 099-2993,newenergydrinks.msk@gmail.com,https://newenergydrinks.ru,,,prodexpo_2023,,,2026-06-19T21:18:55.174238+00:00
72183,NewBio LLC,Россия,,"and sale of non-alcoholic energy and refreshing drinks., ПАВ. 5, ЗАЛ 1, СТЕНД 51C60 / PAV. 5, HALL 1, STAND 51C60, НьюБио, ООО",,newbio@newbio.su,http://newbio.ru,,,prodexpo_2023,,"{""stand"": ""51""}",2026-06-19T21:18:55.174238+00:00
72184,OBANKHI LLC,Россия,,"gluten, wet corn germ, corn gluten feed., ПАВ. 1, СТЕНД 1F40 / PAV. 1, STAND 1F40, ОБАНХИ, ООО",+7 (962) 642-0717,Obanhi.06@mail.ru,http://www.obanhi.com,,,prodexpo_2023,,"{""stand"": ""1""}",2026-06-19T21:18:55.174238+00:00
72185,OBNINSKY MPK LLC,Россия,,"2023, 274, ОБНИНСКИЙ МПК",+7 (906) 508-6600,mpk@obninsk.ru,http://www.mpkobninsk.ru,,,prodexpo_2023,,"{""stand"": ""23""}",2026-06-19T21:18:55.174238+00:00
72186,OBOYANSKY CANNERY,Россия,,"sages, cutlets, nuggets, sticks, minced meat, dough., ПАВ. 1, СТЕНД 1E30 / PAV. 1, STAND 1E30, ОБОЯНСКИЙ КОНСЕРВНЫЙ ЗАВОД",+7 (962) 377-7181,s.kostina@list.ru,http://okz46.ru,,,prodexpo_2023,,"{""stand"": ""1""}",2026-06-19T21:18:55.48351+00:00
72187,LIFEWAY,Россия,,"dry fruit and vegetables., ПАВ. 8, ЗАЛ 1, СТЕНД 81D30 / PAV. 8, HALL 1, STAND 81D30, ОБРАЗ ЖИЗНИ",+7 (3852) 22-24-01,info@lifeway.su,https://shop.lifeway.su,,,prodexpo_2023,,"{""stand"": ""81""}",2026-06-19T21:18:55.48351+00:00
72188,JOINT WATER COMPANY LLC,Россия,,"from whole sprouted grains., ПАВ. 2, ЗАЛ 3, СТЕНД 23E30 / PAV. 2, HALL 3, STAND 23E30, ОБЪЕДИНЕННАЯ ВОДНАЯ КОМПАНИЯ, ООО",+7 (8793) 39-96-42,zubkovyv@ovkwaters.ru,http://www.ovkwaters.ru,,,prodexpo_2023,,"{""stand"": ""23""}",2026-06-19T21:18:55.48351+00:00
72189,OVA,Россия,,"ПРИПРАВ И НАПИТКОВ, РЕКЛАМА, ОВА",+7 (40158) 3-53-56,company-ova@co.ru,http://www.ova.ru,,,prodexpo_2023,,,2026-06-19T21:18:55.48351+00:00
72190,ODEM LLC,Россия,,"Occupies a leading position on the market of preservation., ПАВ. 1, СТЕНД 1E20 / PAV. 1, STAND 1E20, ОДЕМ, ООО",,odemllc@mail.ru,http://www.tibtop.com.tr,,,prodexpo_2023,,"{""stand"": ""1""}",2026-06-19T21:18:55.48351+00:00
72191,OZYORSKY ALCOHOLIC FACTORY JSC,Россия,,"and soft drinks., ПАВ. 2, ЗАЛ 6, СТЕНД 26D40 / PAV. 2, HALL 6, STAND 26D40, ОЗЁРСКИЙ СПИРТОВОДОЧНЫЙ ЗАВОД",8 800 201-4116,osvz@osvz.ru,,,,prodexpo_2023,,"{""stand"": ""26""}",2026-06-19T21:18:55.48351+00:00
72192,OZERY,Россия,,"ПАВ. 2, ЗАЛ 3, СТЕНД 23E20 / PAV. 2, HALL 3, STAND 23E20, РЕКЛАМА, ОЗЁРЫ, АО",,zao-ozery@mail.ru,http://ozeryagro.ru,,,prodexpo_2023,,"{""stand"": ""23""}",2026-06-19T21:18:55.48351+00:00
72193,AUSSIE GROUP LLC,Россия,,"ПАВ. 2, ЗАЛ 5, СТЕНД 25A60 / PAV. 2, HALL 5, STAND 25A60, ОЗЗИ ГРУПП, (БЫВШАЯ АВСТРАЛИАН ГРУПП), ООО",+7 (495) 361-4403,info@australiangroup.ru,http://www.ozzyfrozzy.ru,,,prodexpo_2023,,"{""stand"": ""25""}",2026-06-19T21:18:55.48351+00:00
72194,OIRAT — FARM PRODUCTS,Россия,,"daberg and Bickfords brands., ПАВ. 5, ЗАЛ 2, СТЕНД 52B12 / PAV. 5, HALL 2, STAND 52B12, ОЙРАТ — ФЕРМЕРСКИЕ ПРОДУКТЫ",+7 (961) 278-8111,oiratfermer@mail.ru,http://www.oiratfermer.ru,,,prodexpo_2023,,"{""stand"": ""52""}",2026-06-19T21:18:55.48351+00:00
72195,OKIL-SATO,Россия,,"2023, 276, ОКИЛ-САТО",+7 (495) 269-3993,den.okulov@gmail.com,http://www.okil-sato.ru,,,prodexpo_2023,,"{""stand"": ""22""}",2026-06-19T21:18:55.48351+00:00
72196,OLIVERA TD LLC (NULL GRAMM TM),Россия,,"auto chemicals, cosmetics., ПАВ. 7, ЗАЛ 2, СТЕНД 72B40 / PAV. 7, HALL 2, STAND 72B40, ОЛИВЕРА, ТД, ООО (НОЛЬ ГРАММ, ТМ)",+7 (812) 775-7502,,,,,prodexpo_2023,,"{""stand"": ""72""}",2026-06-19T21:18:55.48351+00:00
72197,OLYMPUS PKP LLC,Россия,,"jams, syrups, sauces, and desserts with superfoods., ПАВ. 8, ЗАЛ 2, СТЕНД 82A10, 82A20 / PAV. 8, HALL 2, STAND 82A10, 82A20, ОЛИМП, ПКП, ООО",+7 (963) 973-0821,mfrina-vlady@inbox.ru,http://pkpolimp.ru,,,prodexpo_2023,,"{""stand"": ""82""}",2026-06-19T21:18:55.48351+00:00
72198,OMEGA LLC,Россия,,"ПАВ. 2, ЗАЛ 3, СТЕНД 23B23 / PAV. 2, HALL 3, STAND 23B23, РЕКЛАМА, ОМЕГА, ООО",,info@dalmatovo.com,http://dalmatovo.com,,,prodexpo_2023,,"{""stand"": ""23""}",2026-06-19T21:18:55.48351+00:00
72199,OMEGA GROUP,Россия,,"as a contractor., ПАВ. 7, ЗАЛ 6, СТЕНД 76B20 / PAV. 7, HALL 6, STAND 76B20, ОМЕГА, ГК",+7 (495) 777-4298,info@omega-tech.ru,http://www.omega-tech.ru,,,prodexpo_2023,,"{""stand"": ""76""}",2026-06-19T21:18:55.48351+00:00
72200,OMYA ALGOL,Россия,,"22000 integrated management system., ПАВ. 2, ЗАЛ 2, СТЕНД 22B70 / PAV. 2, HALL 2, STAND 22B70, ОМИА АЛГОЛ РУС",+7 (495) 925-5630,info@omya-algol.com,https://omyaalgol.ru,,,prodexpo_2023,,"{""stand"": ""22""}",2026-06-19T21:18:55.48351+00:00
72201,OMSK FOOD — KALACHINSK LLC,Россия,,"РЕКЛАМА, ОМСКОЕ ПРОДОВОЛЬСТВИЕ —, КАЛАЧИНСК, ООО",,kalach-mail@omskprod55.ru,http://omskprod.com,,,prodexpo_2023,,,2026-06-19T21:18:55.48351+00:00
72202,ONLY-PACK,Россия,,"ing to production and packaging of finished products., ПАВ. 2, ЗАЛ 3, СТЕНД 23E40 / PAV. 2, HALL 3, STAND 23E40, ОНЛИ-ПАК",+7 (495) 414-3583,label@only-pak.ru,http://cheese-label.com,,,prodexpo_2023,,"{""stand"": ""23""}",2026-06-19T21:18:55.48351+00:00
